ID_C_AUC,N_1A7D,N_8A14D,N_15a21d,N_22a28d
5166,0,0,0,0
5167,0,0,0,0
5168,2,0,0,0
5169,0,0,0,0
5170,1,0,0,0
5171,0,0,0,0
5172,0,0,0,0
5173,0,0,0,0
5174,0,0,0,0
5175,0,0,0,3
5176,0,0,0,0
5177,0,0,0,0
5178,0,0,0,0
5179,0,0,0,0
5180,1,0,0,0
5181,2,0,0,1
5182,0,0,0,0
5183,0,1,0,0
5184,2,2,0,2
5185,0,0,1,1
5186,0,0,0,0
5187,0,0,0,0
5188,0,2,1,3
5189,0,0,0,2
5190,0,0,0,0
5191,0,0,0,0
5192,0,0,0,0
5193,0,0,0,1
5194,0,0,0,0
5195,0,0,0,0
5196,0,1,2,1
5197,0,0,0,0
5198,0,0,0,0
5199,0,1,6,8
5200,6,7,11,3
5201,0,0,0,0
5202,0,1,0,0
5203,0,0,0,0
5204,0,0,0,0
5205,0,0,0,0
5206,0,0,0,0
5207,0,0,0,1
5208,0,0,0,0
5209,0,0,0,0
5210,0,3,0,0
5211,3,3,0,2
5212,0,0,0,1
5213,0,0,0,0
5214,1,0,0,1
5215,0,0,0,0
5216,0,0,0,0
5217,0,0,0,0
5218,0,0,0,0
5219,0,0,0,0
5220,0,0,0,0
5221,2,2,1,9
5222,0,0,0,0
5223,1,0,2,0
5224,1,3,1,0
5225,0,0,0,0
5226,0,0,0,0
5227,0,0,0,0
5228,0,1,0,2
5229,0,0,0,0
5230,0,0,0,0
5231,0,0,0,0
5232,0,0,0,0
5233,0,0,1,0
5234,0,0,0,0
5235,0,0,0,1
5236,0,0,0,0
5237,0,0,0,0
5238,0,0,0,0
5239,0,0,0,0
5240,0,0,0,0
5241,0,0,0,0
5242,0,0,0,0
5243,0,0,0,0
5244,0,0,0,0
5245,0,0,0,0
5246,0,0,0,1
5247,0,0,0,0
5248,0,0,0,0
5249,1,0,0,0
5250,0,0,0,0
5251,0,0,0,0
5252,1,2,1,1
5253,0,0,0,0
5254,0,0,0,0
5255,1,0,0,0
5256,0,0,0,0
5257,0,0,0,0
5258,0,0,0,0
5259,0,0,0,0
5260,0,0,0,0
5261,0,1,0,0
5262,0,0,0,0
5263,0,0,0,0
5264,0,0,2,0
5265,0,0,3,0
5266,0,0,1,0
5267,0,0,0,0
5268,0,0,0,0
5269,0,0,0,0
5270,0,0,0,1
5271,0,0,0,0
5272,0,0,0,1
5273,0,0,0,0
5274,1,2,0,1
5275,0,1,1,4
5276,0,0,0,0
5277,0,0,0,0
5278,0,0,0,0
5279,0,0,0,0
5280,0,0,0,0
5281,0,0,0,0
5282,0,0,0,0
5283,0,0,1,0
5284,0,0,3,7
5285,0,0,0,0
5286,0,0,1,1
5287,0,0,0,0
5288,0,0,0,0
5289,0,0,0,0
5290,0,1,0,1
5291,0,0,0,0
5292,0,0,0,0
5293,1,0,1,0
5294,1,1,0,1
5295,0,0,0,1
5296,0,0,0,0
5297,0,0,0,0
5298,0,1,0,0
5299,0,0,0,0
5300,0,0,0,0
5301,0,0,0,0
5302,0,0,1,0
5303,0,0,0,0
5304,0,0,0,0
5305,0,0,0,0
5306,0,0,0,0
5307,1,3,3,1
5308,3,1,1,1
5309,0,0,0,0
5310,0,0,0,0
5311,0,0,0,0
5312,0,0,1,0
5313,0,0,0,0
5314,0,0,0,0
5315,0,0,0,0
5316,1,0,0,1
5317,0,0,0,0
5318,0,0,0,0
5319,0,0,0,0
5320,0,0,0,1
5321,0,0,0,0
5322,0,0,0,0
5323,0,0,0,0
5324,0,0,0,0
5325,0,0,1,2
5326,0,0,0,0
5327,1,0,0,0
5328,0,0,0,0
5329,0,0,0,0
5330,0,0,2,0
5331,0,0,0,0
5332,0,0,0,1
5333,0,0,0,0
5334,2,0,3,1
5335,0,0,0,0
5336,0,0,0,0
5337,0,0,0,0
5338,0,0,0,3
5339,2,2,3,5
5340,0,0,0,1
5341,0,0,0,0
5342,0,0,0,0
5343,4,5,2,0
5344,1,1,0,3
5345,0,0,0,0
5346,0,0,0,0
5347,0,0,0,0
5348,1,7,6,6
5349,2,4,4,6
5350,0,1,1,0
5351,0,0,0,0
5352,0,3,2,0
5353,3,0,0,0
5354,6,7,8,1
5355,5,3,2,3
5356,0,0,0,0
5357,0,0,0,0
5358,1,0,0,0
5359,0,0,0,0
5360,0,0,0,0
5361,0,0,0,0
5362,0,0,0,0
5363,0,0,0,0
5364,0,0,0,0
5365,0,0,0,1
5366,0,0,0,0
5367,0,0,2,1
5368,0,0,0,0
5369,0,0,0,0
5370,0,0,0,0
5371,0,0,0,0
5372,2,2,1,0
5373,5,2,3,1
5374,6,4,8,4
5375,0,0,0,0
5376,0,0,0,0
5377,0,0,0,0
5378,0,0,0,1
5379,0,0,0,0
5380,0,1,0,2
5381,1,0,1,0
5382,0,1,1,0
5383,0,0,0,0
5384,0,0,0,0
5385,0,0,0,0
5386,0,0,1,0
5387,1,0,1,1
5388,0,0,0,0
5389,0,0,0,0
5390,0,0,0,1
5391,0,0,0,0
5392,0,0,0,0
5393,0,0,4,0
5394,0,0,0,0
5395,0,0,0,0
5396,0,0,0,0
5397,5,1,1,0
5398,8,9,0,1
5399,2,1,4,0
5400,0,0,0,0
5401,0,0,0,0
5402,0,0,0,0
5403,0,0,0,0
5404,0,0,0,1
5405,0,0,0,2
5406,0,0,0,0
5407,1,1,2,0
5408,0,0,0,0
5409,0,0,0,0
5410,0,0,2,2
5411,0,0,0,0
5412,0,2,1,1
5413,0,0,1,0
5414,0,1,4,2
5415,1,0,0,0
5416,0,0,0,0
5417,0,0,0,0
5418,0,0,0,0
5419,0,0,0,0
5420,0,0,0,0
5421,0,0,0,0
5422,0,1,0,0
5423,0,0,0,0
5424,0,0,3,0
5425,0,0,0,0
5426,0,0,0,0
5427,0,0,0,0
5428,0,0,1,0
5429,0,1,3,0
5430,1,3,5,4
5431,0,0,0,0
5432,0,0,0,1
5433,8,2,5,9
5434,0,0,0,0
5435,0,0,0,0
5436,0,0,0,0
5437,0,0,0,0
5438,0,0,0,0
5439,0,0,0,0
5440,0,0,0,0
5441,0,0,0,0
5442,0,0,0,0
5443,1,0,2,0
5444,0,0,1,0
5445,3,6,7,1
5446,4,6,1,1
5447,7,2,3,3
5448,0,0,0,0
5449,0,0,0,0
5450,0,1,0,1
5451,0,0,0,0
5452,0,0,0,0
5453,0,0,0,0
5454,0,0,0,0
5455,0,0,0,0
5456,1,0,0,0
5457,0,0,0,0
5458,3,0,1,4
5459,0,0,2,1
5460,0,0,0,0
5461,0,0,0,0
5462,0,0,0,0
5463,1,0,0,0
5464,0,0,0,0
5465,0,0,0,0
5466,0,1,0,0
5467,0,0,0,0
5468,0,0,0,0
5469,0,0,0,0
5470,0,0,0,0
5471,0,1,1,1
5472,0,0,0,0
5473,0,0,0,0
5474,0,0,0,0
5475,0,0,0,0
5476,6,0,1,0
5477,0,0,0,0
5478,0,0,0,0
5479,0,0,0,0
5480,0,0,0,0
5481,0,0,1,1
5482,0,3,2,1
5483,0,0,0,0
5484,0,0,0,0
5485,3,0,1,1
5486,0,0,0,0
5487,1,2,1,0
5488,5,0,0,0
5489,0,0,0,0
5490,0,0,0,0
5491,0,0,0,0
5492,0,0,0,0
5493,1,0,4,0
5494,0,1,2,0
5495,0,0,0,0
5496,0,0,0,0
5497,0,0,1,0
5498,0,0,0,1
5499,1,0,0,0
5500,0,0,0,0
5501,0,0,0,0
5502,0,0,0,0
5503,0,0,0,0
5504,0,0,0,0
5505,0,0,0,0
5506,0,0,0,0
5507,0,1,1,0
5508,0,0,0,0
5509,0,1,2,1
5510,0,0,6,1
5511,0,2,2,0
5512,0,0,0,0
5513,0,0,0,0
5514,0,0,0,0
5515,0,0,0,0
5516,0,0,0,0
5517,0,0,0,0
5518,0,0,0,0
5519,0,0,0,0
5520,0,0,0,0
5521,0,0,0,0
5522,0,0,0,0
5523,0,0,0,0
5524,0,0,0,0
5525,0,0,0,0
5526,0,0,0,0
5527,0,0,0,0
5528,0,0,0,0
5529,0,0,0,0
5530,0,0,0,0
5531,0,0,0,4
5532,0,0,0,0
5533,1,0,0,0
5534,0,1,1,0
5535,0,0,0,0
5536,0,0,0,0
5537,0,0,0,0
5538,0,0,0,0
5539,3,0,0,0
5540,0,0,2,0
5541,0,0,0,0
5542,0,0,0,0
5543,0,0,1,0
5544,0,0,0,0
5545,0,0,0,0
5546,0,0,0,0
5547,0,0,0,0
5548,0,0,0,0
5549,0,0,0,0
5550,0,0,0,0
5551,0,0,0,0
5552,2,7,6,0
5553,2,1,4,3
5554,0,0,0,0
5555,0,0,0,0
5556,0,0,0,0
5557,0,2,3,0
5558,0,1,3,0
5559,10,22,17,13
5560,6,6,5,8
5561,0,0,0,1
5562,0,0,0,0
5563,0,0,0,0
5564,0,0,0,0
5565,0,0,0,0
5566,0,0,0,0
5567,0,0,0,0
5568,2,1,6,2
5569,7,9,11,4
5570,4,6,10,9
5571,1,2,1,1
5572,1,0,1,1
5573,0,0,0,0
5574,0,0,1,2
5575,0,0,0,0
5576,0,0,0,0
5577,0,0,0,0
5578,0,0,1,0
5579,0,0,0,0
5580,0,0,0,1
5581,8,3,6,11
5582,0,6,3,4
5583,4,14,7,4
5584,2,3,4,5
5585,0,1,0,0
5586,0,0,0,0
5587,0,0,0,0
5588,0,0,0,0
5589,0,0,0,0
5590,0,0,0,0
5591,0,0,1,0
5592,0,0,0,0
5593,0,0,1,3
5594,0,0,0,1
5595,0,0,0,0
5596,2,6,2,0
5597,1,0,2,3
5598,0,1,2,1
5599,0,0,0,1
5600,0,0,0,0
5601,0,0,0,0
5602,0,0,0,0
5603,0,0,0,0
5604,0,0,0,0
5605,0,0,0,0
5606,0,0,0,0
5607,0,0,0,0
5608,0,0,0,0
5609,0,0,0,0
5610,0,0,0,0
5611,0,0,0,0
5612,0,0,0,0
5613,0,0,0,0
5614,0,0,0,0
5615,0,0,0,0
5616,0,0,0,0
5617,0,0,0,0
5618,0,0,0,0
5619,0,0,1,0
5620,0,0,1,0
5621,0,0,0,0
5622,1,0,0,0
5623,0,0,0,0
5624,0,0,0,0
5625,0,0,1,1
5626,0,0,0,0
5627,0,0,0,0
5628,0,0,0,0
5629,0,0,0,0
5630,0,0,1,0
5631,4,2,3,3
5632,1,4,2,12
5633,0,0,0,0
5634,0,0,0,0
5635,0,0,2,0
5636,1,1,0,0
5637,2,1,0,2
5638,0,0,0,0
5639,0,1,0,0
5640,0,0,0,0
5641,0,0,0,0
5642,0,0,0,0
5643,0,0,0,0
5644,1,2,2,2
5645,1,1,1,0
5646,0,0,0,0
5647,0,0,0,0
5648,0,0,0,1
5649,0,0,0,0
5650,0,0,0,0
5651,0,0,3,2
5652,1,0,0,0
5653,0,0,0,0
5654,0,0,0,0
5655,0,0,0,0
5656,0,0,0,0
5657,0,0,1,0
5658,0,2,0,0
5659,0,0,0,0
5660,0,0,0,0
5661,0,0,0,0
5662,0,0,0,0
5663,0,0,0,0
5664,0,0,0,1
5665,0,0,0,0
5666,0,0,0,5
5667,0,0,0,0
5668,0,0,0,0
5669,0,0,0,0
5670,0,0,0,0
5671,0,0,0,0
5672,1,0,0,0
5673,0,0,0,0
5674,0,0,0,0
5675,0,0,0,0
5676,0,0,0,0
5677,2,3,3,3
5678,0,2,4,3
5679,0,0,0,0
5680,2,1,0,0
5681,0,0,0,0
5682,0,1,0,0
5683,0,0,1,0
5684,0,0,0,0
5685,0,0,0,0
5686,0,0,0,0
5687,0,0,0,0
5688,0,0,0,0
5689,0,0,0,0
5690,0,0,0,0
5691,0,0,0,0
5692,0,0,0,0
5693,0,0,1,2
5694,0,0,0,0
5695,0,0,0,0
5696,0,1,0,0
5697,0,0,0,0
5698,0,0,0,0
5699,0,0,0,0
5700,0,0,0,0
5701,0,0,0,0
5702,0,0,0,0
5703,0,0,0,0
5704,0,0,0,0
5705,0,0,0,0
5706,0,0,0,0
5707,0,0,1,0
5708,0,0,0,0
5709,0,0,0,0
5710,0,0,0,0
5711,0,0,0,0
5712,0,0,0,0
5713,0,0,0,0
5714,0,0,1,0
5715,0,0,0,0
5716,0,0,0,0
5717,0,0,0,1
5718,0,1,0,0
5719,0,0,0,0
5720,0,0,0,0
5721,0,0,0,0
5722,1,1,2,4
5723,0,0,0,0
5724,0,0,0,0
5725,0,0,0,0
5726,0,0,0,0
5727,1,0,0,0
5728,0,0,0,0
5729,2,2,2,0
5730,0,1,0,0
5731,0,0,0,0
5732,0,0,0,0
5733,0,0,2,0
5734,0,0,0,0
5735,0,1,0,0
5736,1,5,3,2
5737,0,0,0,0
5738,0,0,0,0
5739,0,0,0,0
5740,0,0,0,0
5741,0,0,0,0
5742,0,0,0,0
5743,0,0,0,0
5744,0,0,0,0
5745,0,5,3,3
5746,0,2,0,3
5747,1,0,0,1
5748,0,0,0,0
5749,0,0,0,0
5750,0,0,0,0
5751,0,1,1,0
5752,0,0,0,0
5753,0,1,1,0
5754,0,3,2,0
5755,0,0,0,0
5756,0,0,0,0
5757,0,0,0,0
5758,0,5,15,2
5759,0,0,1,0
5760,0,0,0,0
5761,0,0,0,0
5762,0,0,0,0
5763,1,0,0,0
5764,0,0,0,0
5765,1,0,0,0
5766,0,0,1,0
5767,0,0,2,2
5768,0,0,1,0
5769,0,0,0,0
5770,0,0,0,0
5771,0,0,0,0
5772,0,0,0,0
5773,0,0,0,0
5774,0,0,0,0
5775,0,0,0,0
5776,0,0,0,0
5777,0,0,0,0
5778,0,0,0,0
5779,0,0,0,0
5780,0,3,1,0
5781,0,0,0,0
5782,0,0,0,0
5783,0,0,0,0
5784,0,0,0,0
5785,0,0,0,0
5786,0,0,0,0
5787,0,0,0,0
5788,0,0,0,0
5789,0,0,0,0
5790,0,0,0,0
5791,1,0,0,0
5792,0,0,0,0
5793,0,0,1,0
5794,0,0,0,0
5795,0,0,0,0
5796,0,0,0,0
5797,0,0,0,0
5798,0,0,0,0
5799,0,0,0,0
5800,0,0,0,0
5801,0,0,2,1
5802,0,0,0,0
5803,0,0,0,0
5804,0,1,1,3
5805,0,0,0,0
5806,0,0,0,0
5807,0,0,0,0
5808,0,0,0,0
5809,0,0,1,0
5810,0,0,0,0
5811,0,0,1,1
5812,0,0,0,0
5813,0,0,0,0
5814,0,0,0,0
5815,0,0,0,0
5816,0,0,0,0
5817,0,0,0,0
5818,0,0,0,0
5819,0,0,0,0
5820,0,0,0,0
5821,4,1,1,1
5822,1,1,6,2
5823,0,0,0,0
5824,0,0,0,0
5825,0,0,0,0
5826,4,1,2,0
5827,0,0,1,0
5828,4,1,1,0
5829,0,0,0,0
5830,0,0,0,0
5831,0,0,0,0
5832,0,0,0,0
5833,0,0,0,0
5834,0,0,0,0
5835,0,0,0,0
5836,0,0,1,0
5837,0,0,0,0
5838,0,0,0,0
5839,0,0,0,0
5840,0,0,0,0
5841,0,0,0,0
5842,0,0,0,0
5843,0,0,0,0
5844,0,0,0,0
5845,0,1,0,0
5846,0,0,0,0
5847,1,0,0,0
5848,0,1,2,4
5849,0,0,1,0
5850,0,0,0,0
5851,0,0,0,0
5852,0,0,0,0
5853,0,0,0,0
5854,0,0,1,1
5855,0,0,0,0
5856,0,0,0,0
5857,0,0,0,0
5858,0,0,0,0
5859,0,0,2,5
5860,0,0,0,0
5861,0,0,0,0
5862,0,0,0,0
5863,1,2,3,2
5864,2,1,2,0
5865,0,0,0,0
5866,0,0,0,0
5867,0,1,4,0
5868,0,0,0,2
5869,0,0,0,0
5870,0,0,0,0
5871,0,0,1,0
5872,0,0,0,0
5873,0,0,0,0
5874,0,1,2,0
5875,0,0,11,7
5876,0,0,0,0
5877,0,0,0,0
5878,0,0,0,0
5879,0,0,0,0
5880,3,4,1,6
5881,0,5,5,2
5882,4,0,2,1
5883,1,0,0,2
5884,0,0,0,0
5885,0,0,0,0
5886,0,0,0,11
5887,0,0,0,1
5888,0,0,0,0
5889,0,0,0,0
5890,0,0,0,0
5891,8,5,2,3
5892,1,2,5,9
5893,7,5,11,6
5894,3,8,13,2
5895,1,8,5,2
5896,5,5,5,0
5897,1,0,1,0
5898,0,0,0,0
5899,0,0,0,0
5900,0,0,0,0
5901,0,0,0,0
5902,0,0,1,0
5903,4,5,5,2
5904,2,5,7,8
5905,7,1,6,10
5906,0,3,3,1
5907,2,3,15,5
5908,1,0,1,0
5909,0,0,0,0
5910,0,0,0,1
5911,0,0,0,0
5912,3,0,5,0
5913,0,0,0,0
5914,0,0,4,0
5915,7,6,7,5
5916,3,0,4,4
5917,3,4,2,4
5918,1,1,0,0
5919,0,0,0,0
5920,0,0,0,0
5921,0,0,0,0
5922,0,0,1,1
5923,0,0,1,1
5924,0,2,0,4
5925,0,0,0,0
5926,0,0,0,0
5927,0,0,0,0
5928,0,0,0,0
5929,0,0,0,0
5930,0,0,0,0
5931,0,0,0,0
5932,0,0,0,0
5933,4,2,5,4
5934,6,8,7,2
5935,10,1,6,4
5936,0,2,1,0
5937,0,0,0,0
5938,0,0,0,0
5939,0,0,0,0
5940,0,0,0,0
5941,0,0,0,1
5942,0,0,0,0
5943,0,0,0,0
5944,0,0,0,0
5945,0,0,0,13
5946,0,0,0,0
5947,0,0,0,0
5948,1,3,0,0
5949,0,0,0,0
5950,0,0,0,0
5951,0,0,1,0
5952,0,0,0,0
5953,0,0,0,0
5954,0,1,1,0
5955,0,1,0,0
5956,0,0,1,1
5957,0,0,1,0
5958,0,0,0,0
5959,0,0,0,0
5960,0,0,0,0
5961,0,0,1,0
5962,0,0,0,0
5963,0,0,0,0
5964,0,0,0,0
5965,0,0,1,1
5966,0,0,0,0
5967,0,0,0,0
5968,0,0,0,0
5969,0,0,0,0
5970,0,0,0,0
5971,0,1,1,1
5972,0,0,0,0
5973,1,0,5,2
5974,0,2,0,0
5975,0,0,0,0
5976,0,0,0,0
5977,0,0,0,0
5978,1,0,0,0
5979,0,0,0,1
5980,0,0,0,0
5981,0,0,0,0
5982,0,0,0,0
5983,0,0,0,0
5984,0,0,0,0
5985,0,0,0,0
5986,0,0,0,0
5987,0,0,0,0
5988,0,0,0,0
5989,0,0,0,0
5990,0,0,0,0
5991,1,1,4,0
5992,1,0,3,1
5993,0,1,0,0
5994,1,0,0,0
5995,0,0,0,0
5996,0,0,1,1
5997,1,5,2,2
5998,1,2,1,0
5999,0,0,0,0
6000,0,1,0,0
6001,0,0,0,0
6002,1,0,0,0
6003,0,0,0,0
6004,0,0,0,0
6005,1,0,0,0
6006,0,0,0,0
6007,0,1,0,0
6008,0,0,0,0
6009,0,0,0,0
6010,0,0,0,0
6011,0,0,0,1
6012,0,0,0,0
6013,0,0,0,0
6014,0,0,0,0
6015,0,0,0,0
6016,0,0,0,0
6017,0,0,0,0
6018,0,0,0,2
6019,0,0,0,0
6020,0,0,0,0
6021,0,0,0,0
6022,0,0,0,0
6023,0,0,0,0
6024,0,0,0,0
6025,0,0,0,0
6026,0,0,0,0
6027,0,0,0,0
6028,0,0,0,0
6029,0,0,0,0
6030,0,0,0,0
6031,0,0,0,0
6032,0,0,0,0
6033,0,0,0,0
6034,0,0,0,0
6035,0,0,0,0
6036,0,0,0,0
6037,0,0,0,0
6038,0,0,0,1
6039,0,0,0,0
6040,0,2,0,0
6041,1,3,2,2
6042,0,1,2,0
6043,0,0,0,1
6044,0,0,0,0
6045,0,0,0,0
6046,0,1,0,0
6047,0,0,0,0
6048,2,0,0,0
6049,2,1,0,1
6050,0,0,0,0
6051,0,0,0,0
6052,0,0,0,0
6053,3,1,34,2
6054,1,2,9,11
6055,5,7,6,3
6056,0,0,1,2
6057,0,0,0,0
6058,0,1,0,1
6059,0,0,0,0
6060,0,0,0,0
6061,0,0,0,0
6062,0,0,0,0
6063,1,0,0,2
6064,1,1,3,7
6065,0,0,0,0
6066,0,0,0,0
6067,0,0,0,1
6068,0,0,0,0
6069,0,1,0,0
6070,0,0,0,0
6071,0,0,0,0
6072,0,0,0,0
6073,0,0,1,0
6074,0,0,0,0
6075,0,0,0,0
6076,0,0,0,0
6077,0,0,0,0
6078,0,1,0,0
6079,0,0,0,0
6080,0,0,1,0
6081,1,0,0,0
6082,0,0,0,0
6083,0,0,0,0
6084,0,0,0,0
6085,0,0,0,0
6086,0,0,0,0
6087,0,0,0,0
6088,0,0,0,0
6089,0,0,0,0
6090,1,0,0,0
6091,0,0,0,0
6092,0,0,0,0
6093,0,0,0,0
6094,1,0,0,0
6095,0,1,0,0
6096,1,3,0,0
6097,0,0,0,0
6098,0,0,0,0
6099,0,0,0,0
6100,0,0,0,2
6101,0,0,0,0
6102,0,0,0,0
6103,0,0,0,0
6104,0,0,0,0
6105,0,0,0,0
6106,0,0,0,0
6107,0,0,0,0
6108,0,0,0,0
6109,0,0,0,0
6110,0,0,0,0
6111,0,0,0,0
6112,0,0,1,0
6113,0,0,0,0
6114,0,0,0,0
6115,0,0,0,0
6116,0,0,0,1
6117,1,0,0,0
6118,0,0,1,0
6119,2,0,5,1
6120,0,1,2,0
6121,0,0,0,0
6122,0,0,0,0
6123,0,3,0,0
6124,0,0,1,0
6125,0,0,0,0
6126,0,0,0,0
6127,0,0,0,0
6128,0,2,0,0
6129,1,1,2,5
6130,0,1,0,0
6131,0,0,0,0
6132,0,0,0,0
6133,0,0,0,0
6134,0,0,0,0
6135,0,0,0,0
6136,0,0,0,0
6137,0,0,0,0
6138,0,0,0,0
6139,0,0,0,0
6140,0,1,4,2
6141,0,0,0,0
6142,0,0,0,0
6143,0,0,0,1
6144,2,0,1,0
6145,0,0,1,0
6146,0,0,0,0
6147,0,0,0,0
6148,0,2,1,0
6149,0,0,0,0
6150,0,0,0,0
6151,0,0,0,0
6152,1,0,1,0
6153,1,1,4,0
6154,0,0,1,0
6155,0,0,1,0
6156,0,3,0,0
6157,0,0,0,0
6158,0,0,0,0
6159,0,0,1,0
6160,0,0,0,0
6161,0,0,0,0
6162,0,0,0,0
6163,0,2,0,4
6164,0,0,0,0
6165,0,0,0,0
6166,3,6,3,1
6167,1,1,3,1
6168,0,0,0,0
6169,0,0,0,0
6170,0,0,0,0
6171,0,0,0,0
6172,0,0,0,0
6173,0,0,0,0
6174,1,6,0,0
6175,0,0,0,0
6176,4,3,3,3
6177,8,11,10,7
6178,0,3,2,0
6179,0,0,1,2
6180,0,0,0,0
6181,0,0,0,0
6182,0,1,0,0
6183,0,0,0,0
6184,0,1,0,1
6185,2,6,3,5
6186,6,13,4,12
6187,9,6,6,3
6188,0,2,0,3
6189,4,2,1,2
6190,0,0,0,0
6191,0,0,0,0
6192,3,0,0,2
6193,6,2,4,2
6194,2,5,8,6
6195,4,3,11,13
6196,10,24,5,13
6197,0,7,6,2
6198,4,1,2,1
6199,0,2,1,1
6200,0,0,0,0
6201,0,0,0,0
6202,0,0,0,0
6203,0,0,0,0
6204,8,6,14,13
6205,2,7,8,2
6206,4,4,6,3
6207,5,2,1,3
6208,5,5,3,3
6209,6,3,13,11
6210,1,12,13,6
6211,0,1,1,3
6212,3,2,4,0
6213,0,0,0,0
6214,0,0,0,0
6215,0,0,0,0
6216,0,0,0,0
6217,0,0,0,0
6218,10,4,1,3
6219,8,5,4,5
6220,6,2,11,8
6221,10,7,10,9
6222,3,2,3,5
6223,5,7,11,9
6224,22,12,20,9
6225,0,5,3,1
6226,3,2,3,2
6227,0,0,0,0
6228,0,0,0,0
6229,0,0,0,0
6230,0,0,0,0
6231,2,4,2,1
6232,7,8,11,6
6233,6,3,12,11
6234,14,14,7,12
6235,10,3,12,11
6236,6,8,7,10
6237,3,3,6,7
6238,6,4,11,10
6239,0,0,1,0
6240,0,0,0,0
6241,0,0,0,0
6242,0,1,1,5
6243,3,2,6,5
6244,4,9,21,8
6245,7,9,9,4
6246,4,3,8,1
6247,0,0,0,0
6248,0,0,0,0
6249,0,0,0,1
6250,0,0,0,0
6251,0,0,0,1
6252,1,0,0,3
6253,0,0,0,0
6254,0,0,0,0
6255,0,0,0,0
6256,2,2,0,0
6257,1,0,1,2
6258,4,6,2,2
6259,4,5,5,6
6260,0,0,0,0
6261,0,0,0,0
6262,0,0,0,0
6263,0,0,0,0
6264,2,0,0,1
6265,0,1,1,1
6266,0,0,0,0
6267,0,0,0,0
6268,0,0,0,1
6269,0,0,0,0
6270,0,0,0,2
6271,0,0,0,0
6272,5,1,0,0
6273,0,0,0,0
6274,0,0,1,1
6275,2,0,0,2
6276,0,0,0,0
6277,0,0,0,0
6278,0,0,0,0
6279,1,0,0,0
6280,0,0,0,0
6281,0,0,0,3
6282,0,0,0,0
6283,0,0,0,0
6284,0,0,0,0
6285,0,0,0,0
6286,0,0,0,0
6287,1,0,1,1
6288,0,1,0,2
6289,0,0,0,0
6290,0,0,0,0
6291,1,0,1,0
6292,0,0,0,0
6293,0,0,0,0
6294,0,0,0,2
6295,0,0,0,0
6296,0,0,0,0
6297,0,0,0,0
6298,0,0,0,0
6299,0,0,0,0
6300,0,0,0,0
6301,0,0,0,0
6302,0,0,0,0
6303,0,0,0,0
6304,7,0,0,1
6305,0,0,0,0
6306,1,4,0,4
6307,3,3,2,0
6308,0,1,1,0
6309,0,0,0,0
6310,0,0,2,4
6311,0,0,0,0
6312,0,0,0,0
6313,3,0,0,0
6314,0,0,0,0
6315,0,1,0,0
6316,3,0,0,0
6317,0,0,0,0
6318,0,0,0,0
6319,1,0,0,0
6320,0,2,4,16
6321,0,0,0,0
6322,0,0,0,0
6323,0,0,0,0
6324,0,0,0,0
6325,1,2,3,12
6326,7,4,9,4
6327,0,0,0,0
6328,0,0,0,0
6329,0,0,0,0
6330,0,0,0,0
6331,0,0,0,0
6332,1,0,5,6
6333,0,0,3,3
6334,2,0,0,0
6335,0,0,0,0
6336,0,0,0,0
6337,0,0,0,0
6338,0,0,0,0
6339,0,0,0,0
6340,0,0,0,0
6341,0,3,0,0
6342,0,0,0,0
6343,0,0,0,0
6344,0,0,0,0
6345,0,0,0,0
6346,0,0,0,3
6347,0,0,0,0
6348,0,0,0,0
6349,0,0,2,2
6350,0,0,0,0
6351,0,0,0,1
6352,0,0,0,0
6353,0,0,0,1
6354,0,0,0,0
6355,0,0,0,0
6356,0,0,2,1
6357,0,0,0,0
6358,0,0,0,0
6359,0,0,0,4
6360,0,0,0,0
6361,0,0,0,0
6362,0,0,0,0
6363,0,0,0,0
6364,0,0,0,0
6365,0,0,0,0
6366,0,0,0,0
6367,0,0,0,0
6368,1,0,0,1
6369,2,4,4,5
6370,6,4,6,0
6371,0,0,0,3
6372,0,0,6,0
6373,0,0,0,0
6374,0,0,0,0
6375,0,0,0,0
6376,0,0,0,0
6377,0,0,0,0
6378,0,0,0,0
6379,1,3,6,0
6380,0,2,1,0
6381,5,3,7,6
6382,4,1,1,4
6383,1,0,1,0
6384,0,0,0,0
6385,0,0,0,0
6386,0,0,0,0
6387,0,0,0,0
6388,0,0,0,1
6389,1,3,1,0
6390,2,4,0,1
6391,0,0,0,0
6392,0,0,0,0
6393,0,0,0,0
6394,0,0,0,0
6395,0,0,0,0
6396,0,0,0,0
6397,0,0,0,0
6398,0,0,2,0
6399,0,0,0,0
6400,0,0,0,0
6401,0,1,0,0
6402,0,0,0,0
6403,0,0,0,0
6404,0,0,0,1
6405,0,0,0,0
6406,0,0,0,0
6407,0,0,0,0
6408,0,0,0,0
6409,0,0,0,0
6410,0,0,0,0
6411,0,0,0,0
6412,0,0,0,0
6413,0,0,0,0
6414,0,0,0,0
6415,0,0,0,0
6416,0,0,0,0
6417,0,0,0,0
6418,0,0,0,0
6419,0,0,0,0
6420,0,1,0,0
6421,0,1,0,0
6422,0,0,0,0
6423,0,0,0,1
6424,3,0,0,0
6425,0,0,0,1
6426,1,0,0,0
6427,0,0,0,0
6428,0,0,0,0
6429,0,0,0,0
6430,1,4,0,0
6431,0,0,0,0
6432,0,0,0,0
6433,0,0,1,1
6434,3,1,2,3
